n,timestamp_μs,500kV神万一线_Ua,500kV神万一线_Ub,500kV神万一线_UC,500kV神万一线_3U0,500kV神万二线_Ua,500kV神万二线_Ub,500kV神万二线_Uc,500kV神万二线_3U0,500kV万盘三线电压_Ua,500kV万盘三线电压_Ub,500kV万盘三线电压_Uc,500kV万盘三线电压_3U0,电压04_A,电压04_B,电压04_C,电压04_N,500kV神万一线_Ia,500kV神万一线_Ib,500kV神万一线_Ic,500kV神万一线_3I0,500kV神万二线_Ia,500kV神万二线_Ib,500kV神万二线_Ic,500kV神万二线_3I0,500kV万盘三线电流_Ia,500kV万盘三线电流_Ib,500kV万盘三线电流_Ic,500kV万盘三线电流_3I0,500kV万盘三线高抗电流_Ia,500kV万盘三线高抗电流_Ib,500kV万盘三线高抗电流_Ic,500kV万盘三线高抗电流_3I0,电流05_A,电流05_B,电流05_C,电流05_N,电流06_A,电流06_B,电流06_C,电流06_N,电流07_A,电流07_B,电流07_C,电流07_N,电流08_A,电流08_B,电流08_C,电流08_N,电流09_A,电流09_B,电流09_C,电流09_N,电流10_A,电流10_B,电流10_C,电流10_N,电流11_A,电流11_B,电流11_C,电流11_N,电流12_A,电流12_B,电流12_C,电流12_N,500kV神万一线_5061开关_线路保护一RCS931_A相跳闸,500kV神万一线_5061开关_线路保护一RCS931_B相跳闸,500kV神万一线_5061开关_线路保护一RCS931_C相跳闸,500kV神万一线_5061开关_线路保护一RCS931_远传收信,500kV神万一线_5061开关_线路保护一RCS931_通道故障,500kV神万一线_5061开关_线路保护一RCS925_保护跳闸,500kV神万一线_5061开关_线路保护一RCS925_过压启动远跳,500kV神万一线_5061开关_线路保护二WXH871_保护动作,500kV神万一线_5061开关_线路保护二WXH871_过压发信,500kV神万一线_5061开关_线路保护二WXH803_A相跳闸,500kV神万一线_5061开关_线路保护二WXH803_B相跳闸,500kV神万一线_5061开关_线路保护二WXH803_C相跳闸,500kV神万二线_5051开关_线路保护一RCS931_A相跳闸,500kV神万二线_5051开关_线路保护一RCS931_B相跳闸,500kV神万二线_5051开关_线路保护一RCS931_C相跳闸,500kV神万二线_5051开关_线路保护一RCS931_远传收信,500kV神万二线_5051开关_线路保护一RCS931_通道故障,500kV神万二线_5051开关_线路保护一RCS925_保护跳闸,500kV神万二线_5051开关_线路保护一RCS925_过压启动远跳,500kV神万二线_5051开关_线路保护二WXH871_保护动作,500kV神万二线_5051开关_线路保护二WXH871_过压发信,500kV神万二线_5051开关_线路保护二WXH803_A相跳闸,500kV神万二线_5051开关_线路保护二WXH803_B相跳闸,500kV神万二线_5051开关_线路保护二WXH803_C相跳闸,5051开关_A相分位,5051开关_B相分位,5051开关_C相分位,5051开关_断路器保护WDLK826AP_重合闸,5051开关_断路器保护WDLK826AP_第一组三相跳闸,5051开关_断路器保护WDLK826AP_第二组三相跳闸,5051开关_断路器保护WDLK826AP_保护动作,5051开关_断路器保护WDLK826AP_重合闸动作,5052开关_A相分位,5052开关_B相分位,5052开关_C相分位,5052开关_断路器保护WDLK826AP_重合闸,5052开关_断路器保护WDLK826AP_第一组三相跳闸,5052开关_断路器保护WDLK826AP_第二组三相跳闸,5052开关_断路器保护WDLK826AP_保护动作,5052开关_断路器保护WDLK826AP_重合闸动作,5061开关_A相分位,5061开关_B相分位,5061开关_C相分位,5061开关_断路器保护WDLK826AP_重合闸,5061开关_断路器保护WDLK826AP_第一组三相跳闸,5061开关_断路器保护WDLK826AP_第二组三相跳闸,5061开关_断路器保护WDLK826AP_保护动作,5061开关_断路器保护WDLK826AP_重合闸动作,5062开关_A相分位,5062开关_B相分位,5062开关_C相分位,5062开关_断路器保护WDLK826AP_重合闸,5062开关_断路器保护WDLK826AP_第一组三相跳闸,5062开关_断路器保护WDLK826AP_第二组三相跳闸,5062开关_断路器保护WDLK826AP_保护动作,5062开关_断路器保护WDLK826AP_重合闸动作,备用开关057,备用开关058,备用开关059,备用开关060,备用开关061,备用开关062,5053开关B相分位,5053开关C相分位,5053开关_断路器保护WDLK862_保护动作,5053开关_断路器保护WDLK862_重合闸动作,5053开关A相分位,5053开关_断路器保护操作箱跳A相出口,5053开关_断路器保护操作箱跳B相出口,5053开关_断路器保护操作箱跳C相出口,5053开关_断路器保护操作箱第一组三相跳闸,5053开关_断路器保护操作箱第二组三相跳闸,5053开关_断路器保护操作箱重合闸动作,500kV万盘三线线路保护一PCS931_A相跳闸,500kV万盘三线线路保护一PCS931_B相跳闸,500kV万盘三线线路保护一PCS931_C相跳闸,500kV万盘三线线路保护一PCS931_远传收信,500kV万盘三线线路保护二WXH803_A相跳闸,500kV万盘三线线路保护二WXH803_B相跳闸,500kV万盘三线线路保护二WXH803_C相跳闸,500kV万盘三线高抗保护一PCS917保护动作,500kV万盘三线高抗保护二WKB801保护动作,500kV万盘三线高抗本体重瓦斯跳闸,500kV万盘三线高抗本体压力释放跳闸,500kV万盘三线高抗本体油温高跳闸,500kV万盘三线高抗本体绕组温度高跳闸,500kV万盘三线高抗中性点重瓦斯跳闸,500kV万盘三线高抗中性点压力释放跳闸,500kV万盘三线高抗中性点油温高跳闸,备用开关090,备用开关091,备用开关092,备用开关093,备用开关094,备用开关095,备用开关096,备用开关097,备用开关098,备用开关099,备用开关100,备用开关101,备用开关102,备用开关103,备用开关104,备用开关105,备用开关106,备用开关107,备用开关108,备用开关109,备用开关110,备用开关111,备用开关112,备用开关113,备用开关114,备用开关115,备用开关116,备用开关117,备用开关118,备用开关119,备用开关120,备用开关121,备用开关122,备用开关123,备用开关124,备用开关125,备用开关126,备用开关127,备用开关128
754,643000,80.097149,-15.48558,-64.554831,0.015652,80.1884,-15.49449,-64.51352,-0.23475,81.478926,-15.496027,-64.520196,-2.161908,0,0.010454,0.01043,0.015688,-0.16975,0.076912,0.090948,-0.00872,-0.167712,0.07866,0.096085,0.00873,-0.372324,0.007012,0.363168,0,0.259592,-0.688536,0.431484,-0.003486,0.001748,0.003494,0,0.001747,0.001746,0.00175,0,0.001742,0.001752,0.001748,0.001747,-0.001742,0,0.001749,0.001748,0.001741,0.00349,0.001749,0.00349,0.001747,0.001746,0.001752,0.001751,0.001747,0.001754,0.001747,0.0035,0,0.001753,0,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,644000,65.335538,11.804496,-77.850762,1.361724,65.310448,11.769552,-77.918112,1.5337,64.573328,12.171728,-77.794236,2.083578,0.010429,0.020908,0.01043,0.015688,-0.161,0.020976,0.131175,-0.005232,-0.15723,0.027968,0.138013,0.006984,-0.293664,-0.115698,0.413802,-0.001748,0.445516,-0.690288,0.243806,-0.001743,0.001748,0,0,0.001747,0,0,0.001753,0,0,0,0,0,0,0.001749,0.001748,0.001741,0.001745,0.001749,0.001745,0,0.001746,0.001752,0.001751,0.001747,0.001754,0,0.0035,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,645000,46.196634,38.27076,-84.83871,0.719992,46.201056,38.209308,-84.881808,0.82945,46.905464,38.328438,-84.755268,-0.595308,-0.010429,0.010454,-0.01043,0,-0.13475,-0.029716,0.15741,-0.005232,-0.129278,-0.02622,0.164218,0.00873,-0.178296,-0.236655,0.422532,0,0.585836,-0.618456,0.028064,-0.001743,0.001748,0.001747,0,0.001747,0.001746,0,0.001753,0.001742,0.001752,0,0.001747,-0.001742,-0.00175,0,0,0,0,0.001749,0.001745,0,0.001746,0.001752,0.001751,0.003494,0,-0.001747,0.0035,0,0.001753,0,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,646000,23.369939,59.272752,-82.976652,0.641732,23.340832,59.306856,-83.062464,0.6573,23.108146,59.410121,-83.020236,0.955626,0.020858,0.010454,0,0.031376,-0.091,-0.082156,0.171402,-0.001744,-0.083856,-0.075164,0.176447,0.010476,-0.047196,-0.338329,0.396342,-0.001748,0.677044,-0.483552,-0.187678,0.001743,0.001748,0.001747,0.001745,0,0.001746,0.00175,0,0.001742,0.001752,0.001748,0.001747,0.001742,0,0.001749,0.001748,0.001741,0.001745,0.001749,0.00349,0.001747,0.003492,0,0.001751,0.001747,0.001754,0.001747,0.0035,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,647000,-3.228123,73.809384,-70.392069,-0.297388,-3.18664,73.82055,-70.389792,-0.4069,-3.049064,73.697312,-70.34196,-0.39165,0.010429,0.020908,0.02086,0.015688,-0.0385,-0.12236,0.167904,0.001744,-0.033193,-0.117116,0.171206,0.010476,0.080408,-0.401437,0.333486,0,0.699846,-0.3066,-0.384126,0.003486,0.003496,0.001747,0.001745,0.001747,0.001746,0.00175,0.001753,0.001742,0.001752,0.001748,0.001747,0,0,0.001749,0.001748,0.001741,0.00349,0.003498,0.00349,0.001747,0.001746,0.001752,0.003502,0.003494,0.001754,0.001747,0.0035,0.001745,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,648000,-30.129148,83.31972,-52.72344,-0.766948,-30.163376,83.325924,-52.771432,-0.61035,-30.417546,83.388842,-52.845312,-0.187992,0,0.020908,0.01043,0.015688,0.014,-0.155572,0.145167,0.001744,0.01747,-0.152076,0.148495,0.006984,0.20102,-0.422473,0.228726,0,0.64898,-0.099864,-0.541986,0.001743,0.001748,0.001747,0.001745,0.001747,0.001746,0,0.001753,0.001742,0.001752,0.001748,0.001747,-0.001742,0,0.001749,0.001748,0.001741,0.001745,0.003498,0.00349,0.001747,0.001746,0.001752,0.001751,0.003494,0.001754,0.001747,0.0035,0,0.001753,0.001748,0.001754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,649000,-53.457299,84.956916,-31.299312,-0.250432,-53.535552,84.964062,-31.284352,-0.1565,-53.494366,84.847782,-31.335096,-0.015666,0.010429,0.010454,0.01043,0.015688,0.0665,-0.167808,0.110187,0.005232,0.068133,-0.167808,0.110061,0.003492,0.311144,-0.40319,0.101268,-0.001748,0.536724,0.119136,-0.64898,0.001743,0,0.001747,0.001745,0.001747,0.001746,0,0.001753,0.001742,0,0,0.001747,0,0,0.001749,0.001748,0.001741,0.00349,0.001749,0.001745,0,0.003492,0,0,0.003494,0.001754,0.001747,0.0035,0.001745,0,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,650000,-69.556126,75.561288,-5.868621,-0.140868,-69.552336,75.604764,-5.90764,-0.1252,-69.522836,75.541829,-6.020352,-0.109662,0,0.010454,0.01043,0.015688,0.112,-0.167808,0.062964,0.005232,0.111808,-0.171304,0.061145,0.003492,0.389804,-0.355859,-0.027936,-0.001748,0.370094,0.322368,-0.696338,-0.001743,0,0,0.001745,-0.001747,0,0.00175,0,0,0.001752,0.001748,0,0,0,0.001749,0,0.001741,0.001745,0.001749,0.001745,0,0,0.001752,0,0.003494,0.001754,0,0.0035,0,0.001753,0,0.001754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,651000,-81.047826,59.158044,21.528738,0.673036,-81.097376,59.192082,21.602096,0.64165,-81.311854,59.097491,21.771516,0.610974,0,0.010454,0,0,0.147,-0.152076,0.010494,0.006976,0.148495,-0.15732,0.008735,0,0.421268,-0.259444,-0.151902,-0.001748,0.171892,0.494064,-0.670028,0,0.001748,0.001747,0,0,0,0,0,0.001742,0.001752,0,0,-0.001742,0,0.001749,0.001748,0,0,0.001749,0.001745,0.001747,0,0,0.001751,0.001747,0.001754,0.001747,0.0035,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,652000,-85.540036,38.865156,46.65606,0.046956,-85.56912,38.856216,46.602392,0.29735,-84.883018,38.891172,46.448688,-0.892962,-0.010429,0,0,0,0.168,-0.118864,-0.041976,0.010464,0.167712,-0.124108,-0.043675,-0.005238,0.414276,-0.133228,-0.268884,-0.001748,-0.045604,0.620208,-0.57882,0.001743,0.001748,0,0.001745,0.001747,0,0.00175,-0.001753,0,0.001752,0.001748,0,0,0,0.001749,0.001748,0.001741,0.001745,0.001749,0.00349,0.001747,0,0.001752,0.001751,0.003494,0.001754,0.001747,0.0035,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,653000,-79.909103,15.193596,64.659441,0.125216,-79.989888,15.223206,64.743552,0.14085,-81.259644,15.204239,64.614264,2.3499,0.010429,0.020908,0.01043,0.015688,0.1715,-0.06992,-0.089199,0.00872,0.172953,-0.076912,-0.092591,-0.003492,0.377568,-0.003506,-0.359676,-0.001748,-0.256084,0.690288,-0.426222,0.003486,0,0.001747,0,0.001747,0.001746,0,0.001753,0.001742,0.001752,0.001748,0,0,0,0.001749,0.001748,0.001741,0.001745,0.003498,0.00349,0,0.003492,0.001752,0.001751,0.003494,0.001754,0.001747,0.0035,0.001745,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,654000,-65.063916,-12.086052,77.976294,-1.455636,-65.017904,-12.019968,78.00176,-1.58065,-64.301836,-12.432253,77.930112,-2.146242,0,0.010454,0.02086,0.031376,0.1645,-0.01748,-0.127677,0.00872,0.160724,-0.024472,-0.132772,-0.005238,0.29716,0.12271,-0.406818,0,-0.442008,0.690288,-0.23679,0.006972,0.001748,0.003494,0,0.003494,0.001746,0.00175,0.001753,0.001742,0.001752,0.001748,0.001747,0.001742,0.00175,0.001749,0.001748,0.001741,0.00349,0.003498,0.00349,0.001747,0.001746,0.001752,0.001751,0.001747,0.001754,0.001747,0.0035,0.001745,0.001753,0.001748,0.001754,0.003494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,655000,-45.925012,-38.594028,84.94332,-0.673036,-45.929408,-38.584932,85.049104,-0.82945,-46.613088,-38.682752,84.859788,0.673638,0.020858,0,0,0.015688,0.13825,0.03496,-0.155661,0.005232,0.132772,0.027968,-0.158977,-0.003492,0.180044,0.240161,-0.415548,0,-0.584082,0.620208,-0.022802,0.003486,0.001748,0.001747,0.001745,0.001747,0.001746,0.00175,0.001753,0.001742,0,0,0,0,0,0.001749,0.001748,0.001741,0.00349,0.001749,0.00349,0,0,0.003504,0.001751,0.001747,0.001754,0.001747,0.0035,0,0.001753,0,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,656000,-23.108764,-59.408316,82.934808,-0.62608,-23.100528,-59.432064,82.989272,-0.64165,-22.909748,-59.535173,82.978428,-0.845964,0,0.010454,0.01043,0.031376,0.0945,0.083904,-0.169653,0.005232,0.090844,0.076912,-0.169459,-0.005238,0.048944,0.343588,-0.391104,0.001748,-0.671782,0.485304,0.191186,0.003486,0.001748,0.003494,0.001745,0.001747,0,0,0.001753,-0.001742,0.001752,0,0,0,0,0.001749,0.001748,0.001741,0.001745,0.001749,0.001745,0.001747,0,0,0.001751,0.001747,0.001754,0,0.0035,0.001745,0.001753,0,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,657000,3.489298,-73.871952,70.224693,0.3913,3.426944,-73.893588,70.253864,0.48515,3.404092,-73.801522,70.195632,0.422982,0.010429,0.020908,0,0.015688,0.042,0.127604,-0.162657,0.001744,0.038434,0.120612,-0.164218,-0.003492,-0.076912,0.406696,-0.328248,0.001748,-0.696338,0.3066,0.389388,0.001743,0,0.001747,0,0.001747,0.001746,0,0.001753,0.001742,0,0,0.001747,-0.001742,0,0.001749,0.001748,0.001741,0.001745,0,0.001745,0.001747,0.001746,0.001752,0.001751,0.001747,0.001754,0.001747,0.0035,0,0.001753,0.001748,0,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,658000,30.432111,-83.424,52.545603,0.798252,30.529056,-83.430264,52.59368,0.5947,30.730806,-83.493052,52.688532,0.250656,0.010429,0.010454,0,0.015688,-0.00875,0.159068,-0.143418,0,-0.013976,0.153824,-0.143254,-0.003492,-0.20102,0.424226,-0.223488,0,-0.645472,0.098112,0.545494,0.003486,0,0.001747,0,0,0.001746,-0.00175,0,0.001742,0.001752,0,0,-0.001742,0,0,0,0.001741,0.001745,0,0.001745,0,0.001746,0,0,0.003494,0.001754,0,0.0035,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,659000,53.718474,-84.894348,31.027326,0.266084,53.786304,-84.891024,31.012496,0.17215,53.7763,-84.785256,31.073796,0.015666,0.010429,0.010454,0.02086,0,-0.0595,0.173052,-0.106689,-0.001744,-0.062892,0.169556,-0.10482,-0.001746,-0.307648,0.408449,-0.094284,0.001748,-0.529708,-0.120888,0.650734,0.003486,0.001748,0.001747,0.001745,0,0.001746,0.00175,0.001753,0.001742,0,0,0.001747,-0.001742,0,0.001749,0.001748,0.001741,0.001745,0.001749,0.00349,0.001747,0.001746,0.001752,0.001751,0.003494,0.001754,0.001747,0.0035,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,660000,69.723278,-75.39444,5.54433,0.219128,69.729952,-75.458688,5.510312,0.3756,69.669024,-75.385514,5.69634,0.266322,0.010429,0.010454,0.01043,0.015688,-0.10675,0.173052,-0.057717,-0.003488,-0.108314,0.171304,-0.055904,0.003492,-0.38456,0.357612,0.033174,0.003496,-0.363078,-0.322368,0.698092,0.003486,0.001748,0.003494,0.001745,0.001747,0.001746,0.00175,0.001753,0.001742,0,0.001748,0.001747,0,0,0.001749,0.001748,0.001741,0.00349,0.003498,0.00349,0.001747,0.001746,0.003504,0.001751,0.003494,0,0.001747,0.0035,0.005235,0.003506,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,661000,81.183637,-58.928628,-21.811185,-0.719992,81.222752,-58.931232,-21.685744,-1.04855,81.489368,-58.857808,-22.05372,-0.657972,0.010429,0.010454,0.02086,0.015688,-0.14175,0.153824,-0.008745,-0.006976,-0.145001,0.155572,-0.005241,0.003492,-0.416024,0.264703,0.15714,0.001748,-0.164876,-0.494064,0.671782,0.003486,0.001748,0.003494,0.001745,0.001747,0.001746,0,0.001753,0.001742,0.001752,0.001748,0.001747,0.001742,0,0.001749,0.001748,0.001741,0.001745,0.001749,0.001745,0.001747,0.001746,0.001752,0.001751,0.003494,0.001754,0.001747,0.00175,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
