n,timestamp_μs,500kV神万一线_Ua,500kV神万一线_Ub,500kV神万一线_UC,500kV神万一线_3U0,500kV神万二线_Ua,500kV神万二线_Ub,500kV神万二线_Uc,500kV神万二线_3U0,500kV万盘三线电压_Ua,500kV万盘三线电压_Ub,500kV万盘三线电压_Uc,500kV万盘三线电压_3U0,电压04_A,电压04_B,电压04_C,电压04_N,500kV神万一线_Ia,500kV神万一线_Ib,500kV神万一线_Ic,500kV神万一线_3I0,500kV神万二线_Ia,500kV神万二线_Ib,500kV神万二线_Ic,500kV神万二线_3I0,500kV万盘三线电流_Ia,500kV万盘三线电流_Ib,500kV万盘三线电流_Ic,500kV万盘三线电流_3I0,500kV万盘三线高抗电流_Ia,500kV万盘三线高抗电流_Ib,500kV万盘三线高抗电流_Ic,500kV万盘三线高抗电流_3I0,电流05_A,电流05_B,电流05_C,电流05_N,电流06_A,电流06_B,电流06_C,电流06_N,电流07_A,电流07_B,电流07_C,电流07_N,电流08_A,电流08_B,电流08_C,电流08_N,电流09_A,电流09_B,电流09_C,电流09_N,电流10_A,电流10_B,电流10_C,电流10_N,电流11_A,电流11_B,电流11_C,电流11_N,电流12_A,电流12_B,电流12_C,电流12_N,500kV神万一线_5061开关_线路保护一RCS931_A相跳闸,500kV神万一线_5061开关_线路保护一RCS931_B相跳闸,500kV神万一线_5061开关_线路保护一RCS931_C相跳闸,500kV神万一线_5061开关_线路保护一RCS931_远传收信,500kV神万一线_5061开关_线路保护一RCS931_通道故障,500kV神万一线_5061开关_线路保护一RCS925_保护跳闸,500kV神万一线_5061开关_线路保护一RCS925_过压启动远跳,500kV神万一线_5061开关_线路保护二WXH871_保护动作,500kV神万一线_5061开关_线路保护二WXH871_过压发信,500kV神万一线_5061开关_线路保护二WXH803_A相跳闸,500kV神万一线_5061开关_线路保护二WXH803_B相跳闸,500kV神万一线_5061开关_线路保护二WXH803_C相跳闸,500kV神万二线_5051开关_线路保护一RCS931_A相跳闸,500kV神万二线_5051开关_线路保护一RCS931_B相跳闸,500kV神万二线_5051开关_线路保护一RCS931_C相跳闸,500kV神万二线_5051开关_线路保护一RCS931_远传收信,500kV神万二线_5051开关_线路保护一RCS931_通道故障,500kV神万二线_5051开关_线路保护一RCS925_保护跳闸,500kV神万二线_5051开关_线路保护一RCS925_过压启动远跳,500kV神万二线_5051开关_线路保护二WXH871_保护动作,500kV神万二线_5051开关_线路保护二WXH871_过压发信,500kV神万二线_5051开关_线路保护二WXH803_A相跳闸,500kV神万二线_5051开关_线路保护二WXH803_B相跳闸,500kV神万二线_5051开关_线路保护二WXH803_C相跳闸,5051开关_A相分位,5051开关_B相分位,5051开关_C相分位,5051开关_断路器保护WDLK826AP_重合闸,5051开关_断路器保护WDLK826AP_第一组三相跳闸,5051开关_断路器保护WDLK826AP_第二组三相跳闸,5051开关_断路器保护WDLK826AP_保护动作,5051开关_断路器保护WDLK826AP_重合闸动作,5052开关_A相分位,5052开关_B相分位,5052开关_C相分位,5052开关_断路器保护WDLK826AP_重合闸,5052开关_断路器保护WDLK826AP_第一组三相跳闸,5052开关_断路器保护WDLK826AP_第二组三相跳闸,5052开关_断路器保护WDLK826AP_保护动作,5052开关_断路器保护WDLK826AP_重合闸动作,5061开关_A相分位,5061开关_B相分位,5061开关_C相分位,5061开关_断路器保护WDLK826AP_重合闸,5061开关_断路器保护WDLK826AP_第一组三相跳闸,5061开关_断路器保护WDLK826AP_第二组三相跳闸,5061开关_断路器保护WDLK826AP_保护动作,5061开关_断路器保护WDLK826AP_重合闸动作,5062开关_A相分位,5062开关_B相分位,5062开关_C相分位,5062开关_断路器保护WDLK826AP_重合闸,5062开关_断路器保护WDLK826AP_第一组三相跳闸,5062开关_断路器保护WDLK826AP_第二组三相跳闸,5062开关_断路器保护WDLK826AP_保护动作,5062开关_断路器保护WDLK826AP_重合闸动作,备用开关057,备用开关058,备用开关059,备用开关060,备用开关061,备用开关062,5053开关B相分位,5053开关C相分位,5053开关_断路器保护WDLK862_保护动作,5053开关_断路器保护WDLK862_重合闸动作,5053开关A相分位,5053开关_断路器保护操作箱跳A相出口,5053开关_断路器保护操作箱跳B相出口,5053开关_断路器保护操作箱跳C相出口,5053开关_断路器保护操作箱第一组三相跳闸,5053开关_断路器保护操作箱第二组三相跳闸,5053开关_断路器保护操作箱重合闸动作,500kV万盘三线线路保护一PCS931_A相跳闸,500kV万盘三线线路保护一PCS931_B相跳闸,500kV万盘三线线路保护一PCS931_C相跳闸,500kV万盘三线线路保护一PCS931_远传收信,500kV万盘三线线路保护二WXH803_A相跳闸,500kV万盘三线线路保护二WXH803_B相跳闸,500kV万盘三线线路保护二WXH803_C相跳闸,500kV万盘三线高抗保护一PCS917保护动作,500kV万盘三线高抗保护二WKB801保护动作,500kV万盘三线高抗本体重瓦斯跳闸,500kV万盘三线高抗本体压力释放跳闸,500kV万盘三线高抗本体油温高跳闸,500kV万盘三线高抗本体绕组温度高跳闸,500kV万盘三线高抗中性点重瓦斯跳闸,500kV万盘三线高抗中性点压力释放跳闸,500kV万盘三线高抗中性点油温高跳闸,备用开关090,备用开关091,备用开关092,备用开关093,备用开关094,备用开关095,备用开关096,备用开关097,备用开关098,备用开关099,备用开关100,备用开关101,备用开关102,备用开关103,备用开关104,备用开关105,备用开关106,备用开关107,备用开关108,备用开关109,备用开关110,备用开关111,备用开关112,备用开关113,备用开关114,备用开关115,备用开关116,备用开关117,备用开关118,备用开关119,备用开关120,备用开关121,备用开关122,备用开关123,备用开关124,备用开关125,备用开关126,备用开关127,备用开关128
22,-89000,-71.593291,73.36098,-1.726065,0,-71.631488,73.361454,-1.77752,0.20345,-71.444164,73.332577,-1.839552,-0.172326,0,0.010454,0.01043,0,0.1155,-0.16606,0.057717,0.005232,0.120543,-0.169556,0.054157,0.003492,0.396796,-0.341835,-0.045396,0,0.343784,0.352152,-0.696338,0,0.001748,0.001747,0.001745,0.001747,0,0.00175,0.001753,0,0.001752,0.001748,0.001747,0.001742,0,0,0.001748,0.001741,0,0.001749,0.001745,0.001747,0.001746,0.001752,0.001751,0.003494,0.001754,0,0.0035,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,-88000,-82.343254,56.478048,25.618989,0.500864,-82.38248,56.479242,25.638112,0.5634,-82.690198,56.419294,25.795536,0.642306,0.010429,0.010454,0.01043,0.015688,0.1505,-0.146832,0.003498,0.006976,0.153736,-0.150328,0.001747,-0.001746,0.423016,-0.24542,-0.169362,0,0.14032,0.51684,-0.661258,0,0,0.001747,0.001745,0,-0.001746,0.00175,0,0,0.001752,0.001748,0.001747,0,0,0.001749,0,0.001741,0.00349,0.001749,0.001745,0.001747,0,0.001752,0,0.001747,0.001754,0,0.0035,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,-87000,-85.529589,35.622048,49.836204,0.15652,-85.51688,35.652978,49.833296,0.1252,-85.05009,35.618978,49.626096,-0.454314,0,0.010454,0.01043,0,0.168,-0.111872,-0.048972,0.00872,0.167712,-0.118864,-0.05241,-0.003492,0.409032,-0.117451,-0.284598,0,-0.080684,0.634224,-0.557772,0.001743,0,0.001747,0,0.001747,0,0,0.001753,0,0.001752,0,0,0,0,0.001749,0.001748,0.001741,0.001745,0.001749,0.001745,0,0,0,0.001751,0.001747,0,0,0.0035,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,-86000,-78.080878,11.178816,66.898095,-0.031304,-78.15104,11.21655,66.928856,0.01565,-78.972846,11.233838,66.84054,1.40994,0.020858,0.010454,-0.01043,0.015688,0.17325,-0.062928,-0.096195,0.00872,0.172953,-0.071668,-0.101326,-0.005238,0.36708,0.014024,-0.370152,0,-0.28941,0.693792,-0.401666,0.003486,0.001748,0.001747,0.001745,0.001747,0.001746,0.0035,0.001753,0,0.001752,0.001748,0.001747,0,0,0.001749,0.001748,0.001741,0.001745,0.001749,0.00349,0.001747,0.001746,0.001752,0.001751,0.001747,0.001754,0.001747,0.0035,0,0.001753,0,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,-85000,-62.420825,-16.21554,79.534983,-1.612156,-62.4268,-16.204002,79.591072,-1.565,-62.119458,-16.642337,79.529268,-1.378608,0,0.010454,0.01043,0.015688,0.15925,-0.010488,-0.132924,0.00872,0.158977,-0.01748,-0.136266,-0.005238,0.283176,0.14024,-0.412056,0,-0.46481,0.685032,-0.206972,0.005229,0.001748,0.001747,0.00349,0.001747,0.001746,0,0.001753,0.001742,0.001752,0.001748,0,0,0,0.001749,0.001748,0.001741,0.001745,0.001749,0.00349,0.001747,0.001746,0.001752,0.001751,0.003494,0.001754,0.001747,0.00175,0,0.001753,0,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,-84000,-42.717783,-42.18126,85.236228,-0.500864,-42.73232,-42.122058,85.279136,-0.626,-43.031482,-42.152945,85.162896,0.015666,0.010429,0.020908,0.02086,0.015688,0.13125,0.041952,-0.155661,0.005232,0.127531,0.03496,-0.162471,-0.005238,0.159068,0.259444,-0.413802,0,-0.599868,0.602688,0.007016,0.003486,0,0.003494,0.001745,0.001747,0.001746,0,0.001753,0.001742,0.001752,0,0,0,0,0.001749,0.001748,0.001741,0.00349,0.001749,0.00349,0.001747,0.001746,0.001752,0.001751,0.003494,0.001754,0.001747,0.0035,0.001745,0.001753,0,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,-83000,-19.410526,-61.848468,81.689949,-0.641732,-19.339248,-61.852752,81.786832,-0.86075,-19.484772,-62.015371,81.724188,-0.266322,0.010429,0.020908,0.02086,0,0.0875,0.092644,-0.166155,0.003488,0.083856,0.083904,-0.169459,-0.005238,0.031464,0.359365,-0.38412,0.001748,-0.678798,0.462528,0.224512,0.003486,0.001748,0.001747,0.001745,0.001747,0.001746,0,0.001753,0.001742,0.001752,0.001748,0.001747,0.001742,0,0.001749,0.001748,0.003482,0.001745,0.001749,0.00349,0.001747,0.001746,0.001752,0.003502,0.003494,0.001754,0.001747,0.00175,0,0.003506,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,-82000,7.584522,-75.75942,67.808202,0.7826,7.52256,-75.75084,67.80716,0.92335,7.862826,-75.614776,67.770768,0.07833,0,0.020908,0,0.015688,0.03325,0.132848,-0.160908,0,0.029699,0.125856,-0.162471,-0.003492,-0.09614,0.410202,-0.312534,0.001748,-0.69283,0.278568,0.413944,0.003486,0.001748,0,0.001745,0,0.001746,0,0.001753,0.001742,0,0.001748,0,0,0,0.001749,0.001748,0.001741,0.00349,0,0.00349,0.001747,0.001746,0.001752,0.001751,0.003494,0.001754,0,0.0035,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,-81000,34.328842,-84.185244,49.58514,0.563472,34.37392,-84.25455,49.686912,0.4069,34.270644,-84.253785,49.75152,0.516978,0.010429,0.020908,0,0.015688,-0.0175,0.160816,-0.13992,-0.003488,-0.019217,0.155572,-0.136266,-0.001746,-0.2185,0.424226,-0.204282,0,-0.63144,0.064824,0.566542,0.003486,0,0,0,0,0,0.00175,0.001753,0.001742,0.001752,0,0,-0.001742,0,0.001749,0.001748,0.001741,0.00349,0,0.001745,0.001747,0.001746,0.001752,0.001751,0.003494,0.001754,0.001747,0.0035,0,0,0.001748,0.001754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,-80000,56.455588,-84.195672,27.564735,0.344344,56.492336,-84.191946,27.457456,0.4069,56.731386,-84.128733,27.59328,-0.187992,-0.010429,0.010454,0.01043,0.015688,-0.07,0.171304,-0.099693,-0.003488,-0.06988,0.169556,-0.099579,-0.001746,-0.32338,0.399684,-0.073332,0,-0.506906,-0.154176,0.661258,0.001743,0.001748,0.001747,0,0.001747,0,0,0,0.001742,0.001752,0.001748,0.001747,-0.001742,0,0.001749,0.001748,0.001741,0.001745,0,0.00349,0,0.001746,0,0.001751,0.001747,0.001754,0.001747,0.00175,0.001745,0.001753,0,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,-79000,71.781337,-73.162848,1.370391,0.015652,71.850896,-73.204944,1.380192,-0.0626,71.621678,-73.165841,1.473732,0.328986,0.010429,0.010454,0,0,-0.112,0.169556,-0.050721,-0.005232,-0.113555,0.167808,-0.048916,0,-0.3933,0.343588,0.05238,0.001748,-0.338522,-0.3504,0.698092,0.003486,0,0.003494,0.001745,0.001747,0,0.00175,0.001753,0.001742,0.001752,0,0,0,0,0.001749,0.001748,0.001741,0.001745,0.003498,0.00349,0.001747,0.001746,0.001752,0.003502,0.001747,0.001754,0,0.0035,0.001745,0.001753,0.001748,0.003508,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-78000,82.42683,-56.217348,-25.849131,-0.54782,82.476512,-56.218392,-25.700848,-0.89205,82.815502,-56.148348,-26.02548,-0.736302,0.020858,0.020908,0.01043,0.015688,-0.147,0.150328,0.001749,-0.005232,-0.146748,0.152076,0.005241,0.005238,-0.41952,0.248926,0.1746,0.001748,-0.13155,-0.51684,0.663012,0.003486,0.001748,0.003494,0.001745,0.001747,0.001746,0.00175,0,0.001742,0.001752,0.001748,0.001747,0.001742,0,0.001749,0.001748,0.003482,0.00349,0.001749,0.00349,0.001747,0.001746,0.001752,0.001751,0.003494,0.003508,0.001747,0.0035,0.001745,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,-77000,85.498248,-35.29878,-50.076807,-0.125216,85.51688,-35.360826,-50.209712,0.1565,85.029206,-35.337611,-49.85604,0.54831,0.010429,0.010454,0,0.015688,-0.16625,0.11362,0.05247,-0.006976,-0.165965,0.118864,0.057651,0.005238,-0.407284,0.117451,0.289836,0.001748,0.085946,-0.634224,0.557772,0,0,0.003494,0.001745,0.003494,0.001746,0.00175,0,0.001742,0.001752,0.001748,0.001747,0.001742,0,0.001749,0.001748,0.001741,0.00349,0.003498,0.00349,0.001747,0.001746,0.001752,0.001751,0.003494,0,0.001747,0.0035,0.001745,0,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,-76000,77.965961,-10.928544,-67.075932,0.203476,78.04656,-10.9557,-67.002048,-0.07825,78.816216,-10.973313,-66.986868,-1.127952,0.010429,0.010454,0,0.031376,-0.16975,0.068172,0.101442,-0.006976,-0.167712,0.071668,0.10482,0.00873,-0.361836,-0.010518,0.37539,0,0.292918,-0.69204,0.399912,-0.001743,0,0.001747,0.001745,0.001747,0.001746,0.00175,0.001753,0,0,0,0,0.001742,0,0,0,0,0.00349,0.001749,0.001745,0.001747,0.003492,0.001752,0.003502,0.003494,0.001754,0.001747,0.0035,0,0,0,0.001754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,-75000,62.326802,16.611804,-79.691898,1.424332,62.343216,16.600494,-79.800192,1.565,62.07769,17.048756,-79.686048,1.237614,0.020858,0.010454,0,0.015688,-0.15575,0.012236,0.136422,-0.005232,-0.153736,0.01748,0.143254,0.006984,-0.277932,-0.136734,0.415548,0,0.471826,-0.68328,0.206972,-0.003486,0.001748,0.001747,0.001745,0,0.001746,0,0,0,0,0,0,0,0,0.001749,0.001748,0.001741,0.001745,0,0.001745,0,0.001746,0,0.001751,0.001747,0.001754,0.001747,0.00175,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,-74000,42.467055,42.421104,-85.194384,0.579124,42.47112,42.36204,-85.195488,0.626,42.770432,42.382207,-85.100184,0.109662,0.010429,0.010454,0.01043,0.031376,-0.126,-0.041952,0.160908,-0.001744,-0.12229,-0.033212,0.165965,0.00873,-0.155572,-0.254185,0.417294,0,0.606884,-0.599184,-0.010524,-0.001743,0.001748,0.001747,0.001745,0.001747,0,-0.00175,0.001753,0.001742,0.001752,0,0,0,0,0,0.001748,0.001741,0.00349,0.001749,0.001745,0.001747,0.001746,0.001752,0.001751,0.003494,0.001754,-0.001747,0.0035,0,0.001753,0,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,-73000,19.11801,62.0466,-81.501651,0.594776,19.078048,62.040564,-81.60908,0.8138,19.21328,62.223791,-81.536052,0.266322,0.010429,0.010454,0.02086,0.015688,-0.0805,-0.0874,0.169653,-0.003488,-0.076868,-0.082156,0.172953,0.00873,-0.022724,-0.352353,0.389358,0,0.68406,-0.457272,-0.224512,0.001743,0.001748,0.003494,0.001745,0.001747,0.001746,0.00175,0.001753,0.001742,0,0,0,0,0.00175,0.001749,0.001748,0,0.001745,0.003498,0.001745,0.001747,0.001746,0.001752,0.003502,0.003494,0.001754,0.001747,0.00175,0,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,-72000,-7.929273,75.936696,-67.640826,-0.610428,-7.909136,75.949086,-67.608496,-0.79815,-8.186528,75.812775,-67.593084,-0.031332,0.010429,0.010454,0.01043,0.031376,-0.02975,-0.1311,0.162657,0.001744,-0.026205,-0.124108,0.165965,0.006984,0.101384,-0.408449,0.317772,-0.001748,0.696338,-0.273312,-0.413944,0.001743,0.001748,0.003494,0,0.003494,0.001746,0,0.001753,0.001742,0.001752,0.001748,0,0.001742,0,0.001749,0.001748,0.001741,0.00349,0.001749,0.00349,0.001747,0.003492,0.001752,0.001751,0.003494,0.001754,0.001747,0.0035,0,0.001753,0,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,-71000,-34.516888,84.237384,-49.354998,-0.610428,-34.53064,84.285852,-49.45688,-0.4695,-34.479484,84.285048,-49.500672,-0.501312,0.010429,0.010454,0.01043,0,0.02275,-0.15732,0.141669,0.003488,0.024458,-0.153824,0.143254,0.005238,0.223744,-0.42072,0.207774,0,0.634948,-0.06132,-0.563034,0.001743,0.001748,0.001747,0.001745,0.003494,0.001746,0.00175,0.001753,0.001742,0.001752,0.001748,0,0.001742,0,0.001749,0.001748,0.001741,0.00349,0.003498,0.00349,0.001747,0,0.001752,0.001751,0.003494,0,0.001747,0.0035,0.001745,0.001753,0.001748,0.001754,0.001747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
